m: 25
TI: [ (1) 0.592702 0.865114 1.504619 0.584131 1.971176 0.846913 1.118623 1.055646 1.173151 0.834642 1.787675 1.372204 1.091494 1.827981 0.600603 0.727827 0.541191 0.781396 0.913622 1.358336 1.321298 1.850116 1.341238 1.196263 0.910635]
C: [ (1) 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
TB: [ (0 1) 0.000000 0.005718 0.008452 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005593 0.002432 0.004861 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (1 1) 0.000000 0.000000 0.003035 0.000000 0.002391 0.010806 0.000000 0.000000 0.001736 0.000000 0.000000 0.000000 0.001452 0.002785 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (2 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.002268 0.000000 0.002078 0.000000 0.000000 0.001461 0.000000 0.000000 0.001659 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (3 1) 0.002654 0.001599 0.005344 0.000000 0.000000 0.006924 0.000000 0.002066 0.000000 0.001212 0.000000 0.001045 0.001128 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (4 1) 0.017722 0.000000 0.001465 0.006046 0.000000 0.000000 0.000000 0.000000 0.000000 0.002456 0.003336 0.003301 0.000000 0.000000 0.000000 0.000000 0.000000 0.001273 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (5 1) 0.001462 0.000000 0.000000 0.000000 0.001636 0.000000 0.001259 0.000000 0.005455 0.000000 0.001110 0.000000 0.000000 0.000000 0.003148 0.004611 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (6 1) 0.001048 0.001080 0.001376 0.002953 0.001237 0.000000 0.000000 0.001392 0.010410 0.006005 0.001069 0.003812 0.000000 0.000000 0.000000 0.000000 0.018512 0.000000 0.018240 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (7 1) 0.001312 0.001067 0.000000 0.000000 0.001340 0.001807 0.000000 0.000000 0.000000 0.005666 0.000000 0.000000 0.000000 0.000000 0.002555 0.000000 0.002976 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (8 1) 0.002689 0.000000 0.001930 0.006339 0.014995 0.000000 0.000000 0.001476 0.000000 0.001199 0.000000 0.001343 0.000000 0.000000 0.001825 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (9 1) 0.001759 0.003485 0.003060 0.000000 0.000000 0.001860 0.000000 0.000000 0.000000 0.000000 0.001520 0.009771 0.001158 0.001834 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (10 1) 0.000981 0.001502 0.000000 0.009663 0.000000 0.000000 0.000000 0.001857 0.003909 0.000000 0.000000 0.000000 0.001137 0.002225 0.000000 0.000000 0.000000 0.000000 0.003354 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (11 1) 0.000000 0.000972 0.002607 0.000000 0.000000 0.003310 0.000000 0.001419 0.000000 0.000000 0.002966 0.000000 0.004752 0.000000 0.000000 0.001143 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (12 1) 0.000000 0.000000 0.001107 0.000000 0.002833 0.001456 0.002564 0.001296 0.002445 0.000000 0.000000 0.000000 0.000000 0.001150 0.000000 0.000000 0.000000 0.000000 0.001011 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (13 1) 0.000000 0.000000 0.000000 0.002140 0.001180 0.011870 0.006023 0.000000 0.002476 0.000000 0.000000 0.007135 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (14 1) 0.001519 0.000000 0.000000 0.003705 0.002242 0.000000 0.000000 0.000000 0.000000 0.039711 0.000000 0.002441 0.002423 0.001157 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (15 1) 0.000000 0.000000 0.000000 0.002443 0.000000 0.000000 0.002045 0.000000 0.002495 0.000000 0.000000 0.000000 0.000000 0.000000 0.002447 0.000000 0.024006 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (16 1) 0.000000 0.000000 0.003158 0.001817 0.001949 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004092 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (17 1) 0.001539 0.000000 0.000000 0.002030 0.000000 0.000000 0.000000 0.000000 0.000000 0.001208 0.000000 0.000000 0.001071 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (18 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001195 0.000000 0.000988 0.000000 0.000000 0.000000 0.000000 0.000000 0.003703 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (19 1) 0.000000 0.000000 0.000000 0.001155 0.005309 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001139 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (20 1) 0.000000 0.000000 0.002197 0.000000 0.006021 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (21 1) 0.000000 0.000000 0.000981 0.000000 0.000000 0.000000 0.003330 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (22 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001376 0.000000 0.000000 0.000000 0.000000 0.001255 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (23 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001221 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001561 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (24 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001114 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003514 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
   ]
N: [ (0 1) 1 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0
     (1 1) 0 1 1 0 1 1 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
     (2 1) 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
     (3 1) 1 1 1 1 0 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
     (4 1) 1 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0
     (5 1) 1 0 0 0 1 1 1 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0
     (6 1) 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0
     (7 1) 1 1 0 0 1 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
     (8 1) 1 0 1 1 1 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
     (9 1) 1 1 1 0 0 1 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
