m: 35
TI: [ (1) 1.824999 1.775127 1.377603 0.611884 1.900359 0.575932 0.838557 1.431335 1.617912 1.586031 1.719544 1.736077 1.860251 1.841558 1.083425 1.140390 1.192427 1.059335 0.980649 0.540801 0.781247 1.972124 0.778251 1.248008 1.995600 0.525080 1.339420 0.803019 1.436880 1.874500 1.344312 1.317419 1.412872 0.594055 0.612856]
C: [ (1) 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
TB: [ (0 1) 0.000000 0.008557 0.001397 0.001188 0.000000 0.001937 0.000000 0.000000 0.001806 0.010089 0.000000 0.000000 0.000000 0.000000 0.000000 0.002009 0.000000 0.000000 0.000000 0.000000 0.000000 0.001301 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (1 1) 0.000000 0.000000 0.001969 0.001813 0.000000 0.001021 0.069015 0.001108 0.016661 0.001715 0.000000 0.000000 0.000000 0.001884 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (2 1) 0.000000 0.000000 0.000000 0.000000 0.001804 0.000000 0.000000 0.002845 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003411 0.000000 0.000000 0.000000 0.000000 0.001542 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (3 1) 0.000000 0.000000 0.000000 0.000000 0.001198 0.001572 0.000000 0.000000 0.001247 0.000000 0.000000 0.000000 0.000000 0.000000 0.001148 0.001158 0.012910 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (4 1) 0.040060 0.004680 0.000000 0.000000 0.000000 0.000000 0.000000 0.002004 0.007909 0.000000 0.000000 0.000000 0.000000 0.002804 0.000000 0.000000 0.001702 0.000000 0.000000 0.000000 0.001207 0.005470 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (5 1) 0.000000 0.000000 0.000000 0.000000 0.002307 0.000000 0.000000 0.000000 0.000000 0.019131 0.000000 0.001920 0.000000 0.001458 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (6 1) 0.000992 0.000000 0.000000 0.002349 0.002030 0.001022 0.000000 0.000000 0.000000 0.000000 0.009484 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.009766 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (7 1) 0.001078 0.000000 0.000000 0.001823 0.000000 0.000000 0.001950 0.000000 0.000000 0.000000 0.003976 0.000000 0.000000 0.008331 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (8 1) 0.000000 0.000000 0.001786 0.000000 0.000000 0.001749 0.005647 0.002280 0.000000 0.000000 0.000000 0.001856 0.000000 0.001522 0.000000 0.000000 0.000000 0.000000 0.000983 0.000000 0.000988 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (9 1) 0.000000 0.000000 0.004156 0.004045 0.000969 0.000000 0.002314 0.000000 0.004878 0.000000 0.000000 0.000000 0.001210 0.001100 0.000000 0.000000 0.001470 0.035001 0.000000 0.000000 0.000000 0.002594 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (10 1) 0.002245 0.002730 0.000000 0.001561 0.004453 0.001401 0.000000 0.000000 0.003806 0.001573 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (11 1) 0.001073 0.002295 0.000000 0.000000 0.001628 0.000000 0.001380 0.002515 0.000000 0.001039 0.001613 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.039046 0.000000 0.001151 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
