m: 45
TI: [ (1) 1.467515 0.789367 1.479880 1.819807 1.157673 1.250650 1.088763 1.183812 1.538926 0.991064 1.841037 0.840478 1.180612 1.450330 0.730106 1.819559 0.912967 1.074253 0.785379 0.739695 1.181991 1.886809 1.586007 0.623650 1.693083 0.654023 1.342193 1.005453 1.246165 0.654366 0.850184 0.523315 1.634469 0.683774 1.736546 1.216707 1.457758 0.861647 0.662788 1.191245 0.969592 0.836830 0.666368 0.736133 0.631294]
C: [ (1) 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
TB: [ (0 1) 0.000000 0.005894 0.001411 0.001805 0.013721 0.000000 0.001518 0.000000 0.000000 0.000000 0.000000 0.000000 0.002339 0.001245 0.001518 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001215 0.000000 0.000000 0.000000 0.000000 0.006441 0.000000 0.000000 0.001061 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (1 1) 0.000000 0.000000 0.001519 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001291 0.002238 0.000000 0.000000 0.000000 0.000000 0.000000 0.001491 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (2 1) 0.000000 0.000000 0.000000 0.000000 0.002406 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (3 1) 0.000000 0.002554 0.004349 0.000000 0.003420 0.000000 0.001153 0.001150 0.021521 0.000000 0.002008 0.003338 0.000000 0.000000 0.000000 0.000000 0.000000 0.000998 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (4 1) 0.000000 0.027795 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001820 0.008514 0.000000 0.000000 0.004100 0.004656 0.001566 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (5 1) 0.005266 0.000000 0.003513 0.001424 0.001956 0.000000 0.000000 0.000000 0.007826 0.002057 0.002173 0.000000 0.000000 0.014726 0.000000 0.000000 0.000000 0.000000 0.007471 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (6 1) 0.000000 0.002229 0.025383 0.000000 0.007902 0.010079 0.000000 0.000000 0.000000 0.000000 0.000000 0.002218 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.006255 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (7 1) 0.001379 0.001440 0.001012 0.000000 0.001413 0.007787 0.020224 0.000000 0.000000 0.004936 0.000000 0.001707 0.010480 0.001016 0.001635 0.000000 0.000000 0.002323 0.003852 0.001088 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (8 1) 0.002492 0.002359 0.003703 0.000000 0.001054 0.000000 0.009079 0.001904 0.000000 0.000000 0.000000 0.002142 0.000000 0.001248 0.001603 0.000000 0.000000 0.000000 0.000000 0.000000 0.019252 0.000000 0.000000 0.000000 0.000000 0.000000 0.001608 0.000000 0.000000 0.000000 0.001272 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (9 1) 0.001136 0.001422 0.004454 0.001481 0.000000 0.000000 0.001151 0.000000 0.002750 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.008589 0.001023 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003116 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (10 1) 0.001043 0.000000 0.001294 0.000000 0.000000 0.000000 0.003628 0.001887 0.001332 0.001179 0.000000 0.000000 0.000000 0.000000 0.000000 0.001039 0.000000 0.000000 0.001249 0.000000 0.000000 0.000000 0.000000 0.001895 0.000000 0.000000 0.000000 0.002053 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (11 1) 0.001148 0.000000 0.000977 0.000000 0.001689 0.001889 0.000000 0.000000 0.000000 0.001753 0.006521 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001353 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001469 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (12 1) 0.000000 0.002127 0.001326 0.005835 0.001105 0.002069 0.009679 0.000000 0.001378 0.001033 0.002432 0.000000 0.000000 0.074811 0.000000 0.000000 0.000000 0.000000 0.000000 0.001402 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001153 0.000000 0.000000 0.000000 0.000000 0.000000 0.001505 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (13 1) 0.000000 0.001455 0.001943 0.009261 0.000000 0.000000 0.000000 0.000000 0.000000 0.001716 0.001068 0.003982 0.000000 0.000000 0.000000 0.000000 0.000000 0.001070 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001110 0.003857 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (14 1) 0.000000 0.000000 0.006009 0.001130 0.000000 0.000000 0.002026 0.000000 0.000000 0.000000 0.002665 0.004243 0.007026 0.000000 0.000000 0.002412 0.000000 0.000000 0.004673 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (15 1) 0.001164 0.001349 0.001184 0.001051 0.000000 0.005799 0.001098 0.001165 0.001869 0.000000 0.000000 0.001500 0.001047 0.001126 0.000000 0.000000 0.000000 0.002458 0.000000 0.000000 0.000000 0.000000 0.000000 0.002426 0.000000 0.003466 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (16 1) 0.001708 0.000000 0.001048 0.000000 0.000000 0.000000 0.000000 0.004338 0.001317 0.000000 0.000000 0.001637 0.001349 0.001049 0.000000 0.000000 0.000000 0.000000 0.001111 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (17 1) 0.002101 0.000000 0.000000 0.000000 0.001506 0.001960 0.000000 0.000000 0.001856 0.002021 0.021302 0.001023 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002888 0.022216 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003834 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (18 1) 0.000000 0.000000 0.000000 0.002314 0.010628 0.000000 0.000000 0.000000 0.001078 0.003994 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002189 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (19 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.008030 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.018454 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.046010 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (20 1) 0.000000 0.000000 0.000000 0.000000 0.001125 0.026184 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001221 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001749 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (21 1) 0.000000 0.000000 0.001941 0.000000 0.000000 0.001501 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.015712 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (22 1) 0.000000 0.000000 0.011042 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003070 0.006677 0.000000 0.009736 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (23 1) 0.003361 0.000000 0.000000 0.000000 0.001109 0.000000 0.000000 0.000000 0.001952 0.000000 0.000000 0.000000 0.001366 0.000000 0.000000 0.000000 0.000971 0.004828 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (24 1) 0.000000 0.000000 0.000000 0.000000 0.002952 0.000000 0.004261 0.000000 0.000000 0.000000 0.004489 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (25 1) 0.000000 0.000000 0.000000 0.001582 0.000000 0.000000 0.000000 0.000991 0.000000 0.000000 0.002479 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001193 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (26 1) 0.000000 0.000000 0.000000 0.000000 0.020087 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.028583 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
