m: 60
TI: [ (1) 1.311236 0.534903 1.536202 1.225674 1.570381 1.180836 1.869963 1.417075 1.021091 1.020265 1.987540 1.915371 0.584820 0.653202 0.926855 1.048565 1.324499 1.869394 0.940856 1.717993 0.846134 1.827247 1.719332 1.122004 0.521753 0.843685 0.910725 0.525354 1.704616 0.666069 1.488217 1.681512 0.980035 1.251746 1.935142 0.895810 1.002720 0.668770 1.702403 1.764421 0.930918 1.456371 1.988282 1.990968 1.000267 0.856410 1.758827 1.876941 1.370127 1.610096 1.943553 1.832843 0.583714 1.339571 1.959116 1.450051 1.149975 0.943880 1.529224 0.589619]
C: [ (1) 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
TB: [ (0 1) 0.000000 0.003115 0.017451 0.000000 0.000000 0.000000 0.000000 0.002674 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001074 0.000000 0.000000 0.001102 0.001843 0.000000 0.000000 0.004332 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (1 1) 0.000000 0.000000 0.000998 0.000000 0.000000 0.000000 0.000000 0.000975 0.000000 0.009748 0.000000 0.000000 0.001237 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (2 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.006424 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001209 0.000000 0.000000 0.000000 0.000000 0.000000 0.001192 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (3 1) 0.000989 0.000000 0.001880 0.000000 0.001825 0.000000 0.000000 0.000000 0.001895 0.003981 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.006002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (4 1) 0.085889 0.000000 0.001486 0.000000 0.000000 0.000000 0.001210 0.001741 0.000000 0.000000 0.002066 0.000000 0.000000 0.005460 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001265 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (5 1) 0.001299 0.002300 0.000000 0.003849 0.006219 0.000000 0.000000 0.002607 0.000000 0.000000 0.009972 0.001277 0.002222 0.004751 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005697 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (6 1) 0.009171 0.000000 0.000000 0.017303 0.000000 0.000000 0.000000 0.003606 0.009645 0.000000 0.000000 0.000000 0.001997 0.000000 0.000000 0.001553 0.000998 0.000000 0.000000 0.000000 0.008279 0.002037 0.000000 0.000980 0.000000 0.000000 0.002441 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001799 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (7 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001817 0.000000 0.000000 0.000000 0.002147 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001973 0.001394 0.000000 0.000000 0.001055 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001891 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002806 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (8 1) 0.020046 0.000000 0.000000 0.000000 0.001294 0.001844 0.000000 0.000000 0.000000 0.000000 0.000000 0.009339 0.001184 0.001935 0.001476 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001128 0.001764 0.001178 0.013322 0.000000 0.000000 0.000000 0.000000 0.007954 0.000000 0.001590 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002426 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (9 1) 0.003261 0.000000 0.000000 0.000000 0.001557 0.003181 0.008655 0.002810 0.027983 0.000000 0.000000 0.004987 0.000000 0.001079 0.000000 0.000000 0.008886 0.000000 0.003312 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002287 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (10 1) 0.003685 0.000000 0.000000 0.000000 0.000000 0.000000 0.002168 0.000000 0.001453 0.001230 0.000000 0.001460 0.001559 0.003199 0.000000 0.000000 0.000000 0.000000 0.000996 0.000000 0.000000 0.000000 0.000000 0.001076 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (11 1) 0.012811 0.000000 0.000000 0.000000 0.008293 0.000000 0.001951 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002076 0.001361 0.000000 0.000000 0.000000 0.001042 0.000000 0.003706 0.000000 0.000000 0.001774 0.002223 0.000000 0.001590 0.000000 0.000000 0.001588 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001053 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (12 1) 0.003140 0.000000 0.000000 0.001528 0.001690 0.000000 0.000000 0.000000 0.000000 0.001820 0.000000 0.001234 0.000000 0.000000 0.001516 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002269 0.000000 0.000000 0.001308 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001479 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (13 1) 0.001661 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.012089 0.000000 0.000000 0.000000 0.000000 0.002003 0.000000 0.000000 0.000000 0.002210 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001637 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003307 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
