m: 40
TI: [ (1) 1.513174 1.874064 0.772258 1.071940 0.650076 1.079632 0.821319 0.858770 1.933350 1.917821 1.371395 1.263385 1.650139 0.669711 1.680849 0.953950 1.781473 1.229215 1.115653 1.874955 0.949445 1.576794 1.467951 1.542025 1.053947 0.980500 1.511822 1.560839 1.552542 1.836510 1.942371 0.742174 1.004072 1.976691 1.472908 0.556434 0.702953 0.653330 0.625244 1.157453]
C: [ (1) 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
TB: [ (0 1) 0.000000 0.009543 0.001060 0.000000 0.000000 0.000970 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002983 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (1 1) 0.000000 0.000000 0.000000 0.000000 0.000984 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002319 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002726 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (2 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.008395 0.000000 0.001877 0.005929 0.000000 0.001217 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (3 1) 0.004180 0.000000 0.001017 0.000000 0.001144 0.000974 0.001047 0.002889 0.000000 0.000000 0.000000 0.001007 0.000000 0.000000 0.003670 0.000000 0.001241 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001784 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (4 1) 0.001450 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001302 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (5 1) 0.000000 0.000000 0.001857 0.000000 0.001753 0.000000 0.002762 0.000000 0.001096 0.000000 0.001411 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001678 0.003576 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (6 1) 0.001350 0.000000 0.000000 0.000000 0.003288 0.000000 0.000000 0.001493 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001539 0.000000 0.000000 0.001400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001327 0.000000 0.000000 0.000000 0.000000 0.000000
      (7 1) 0.001956 0.000000 0.000000 0.000000 0.001345 0.001647 0.000000 0.000000 0.006923 0.001036 0.000000 0.000000 0.000000 0.000000 0.001412 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001534 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (8 1) 0.002932 0.000000 0.000000 0.001268 0.004861 0.000000 0.001145 0.000000 0.000000 0.000000 0.001534 0.000000 0.000000 0.005699 0.002294 0.000000 0.000000 0.000000 0.000000 0.002677 0.000000 0.000000 0.000000 0.001306 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004128 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (9 1) 0.001114 0.000000 0.000000 0.003066 0.000998 0.003124 0.001221 0.000000 0.001008 0.000000 0.000000 0.002888 0.000000 0.000000 0.000000 0.001059 0.000000 0.000000 0.000000 0.009155 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001190 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (10 1) 0.002349 0.000000 0.002565 0.000000 0.097103 0.000000 0.035085 0.001054 0.000000 0.000000 0.000000 0.000000 0.007552 0.001347 0.001566 0.000000 0.001250 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.008409 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (11 1) 0.001311 0.000000 0.000000 0.000000 0.003119 0.000000 0.001879 0.001090 0.002724 0.000000 0.000000 0.000000 0.000000 0.001965 0.000000 0.000000 0.073185 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004407 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (12 1) 0.000000 0.000000 0.000000 0.002279 0.001667 0.000000 0.004260 0.002973 0.017242 0.003631 0.000000 0.000000 0.000000 0.000000 0.001475 0.000000 0.000000 0.000000 0.000000 0.001224 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001266 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (13 1) 0.001479 0.000000 0.000000 0.000000 0.001710 0.000000 0.001948 0.000000 0.000000 0.000000 0.000000 0.000000 0.001178 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001488 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (14 1) 0.001392 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001000 0.000000 0.001767 0.000000 0.001031 0.000000 0.000000 0.000000 0.000000 0.001332 0.000000 0.000000 0.000000 0.001340 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (15 1) 0.000000 0.000000 0.000000 0.005647 0.001934 0.000000 0.000000 0.000000 0.006401 0.000000 0.001335 0.000000 0.000000 0.001391 0.000000 0.000000 0.000000 0.000000 0.001053 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (16 1) 0.001934 0.000000 0.000000 0.000000 0.010222 0.000000 0.011511 0.000000 0.001243 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002661 0.002373 0.000000 0.003946 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (17 1) 0.000000 0.000000 0.000000 0.000000 0.008430 0.000000 0.000000 0.000000 0.001325 0.002644 0.002980 0.002253 0.001112 0.000000 0.001424 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001277 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (18 1) 0.000000 0.000000 0.000000 0.000000 0.001030 0.000000 0.000000 0.000000 0.001344 0.005458 0.002580 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005705 0.000000 0.003687 0.002051 0.000984 0.001180 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (19 1) 0.000000 0.000000 0.000000 0.001661 0.001093 0.001012 0.000000 0.002049 0.000000 0.000000 0.002776 0.000000 0.000000 0.000000 0.000996 0.024675 0.000000 0.000000 0.000000 0.000000 0.003681 0.000000 0.000000 0.085012 0.000000 0.000000 0.000000 0.000000 0.002350 0.000000 0.000000 0.000000 0.000000 0.001731 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
