m: 50
TI: [ (1) 1.681856 0.640089 1.121012 1.561995 1.562695 1.270269 1.629861 1.334330 0.668415 1.055587 0.883421 1.958001 1.652112 1.571585 1.386367 0.644906 1.243037 1.872426 1.177613 1.827070 0.982032 0.635557 0.926449 0.874760 1.993550 0.883054 1.331363 0.985326 0.863036 0.553427 1.299596 1.490880 0.710957 1.985586 1.918283 1.337367 0.790185 0.615515 1.350760 0.508065 0.770208 0.690635 1.359732 0.514622 1.309037 0.726435 1.830960 1.656525 1.768431 1.722448]
C: [ (1) 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
TB: [ (0 1) 0.000000 0.001065 0.001030 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.006169 0.000000 0.000000 0.000000 0.000000 0.000000 0.001971 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.008771 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (1 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003262 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (2 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.008295 0.000000 0.000000 0.000000 0.005540 0.000000 0.001454 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.008219 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (3 1) 0.004657 0.000000 0.002737 0.000000 0.001551 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.024527 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (4 1) 0.001238 0.001057 0.001998 0.000000 0.000000 0.001824 0.000000 0.003827 0.026324 0.000000 0.010953 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001282 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001127 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (5 1) 0.004452 0.000000 0.004351 0.000000 0.000000 0.000000 0.003859 0.000000 0.000000 0.001437 0.002052 0.000000 0.002145 0.000000 0.000000 0.002463 0.001474 0.000000 0.000000 0.000000 0.000000 0.000000 0.001336 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001448 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002554 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (6 1) 0.017186 0.000000 0.000000 0.004962 0.002283 0.000000 0.000000 0.000000 0.000000 0.000000 0.015272 0.000000 0.030475 0.003398 0.000000 0.000000 0.002090 0.000996 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.041312 0.001766 0.000000 0.000000 0.000000 0.001593 0.000000 0.001459 0.085779 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (7 1) 0.001093 0.000000 0.000000 0.005804 0.000000 0.003027 0.003596 0.000000 0.001956 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001582 0.000000 0.013149 0.037772 0.000973 0.001795 0.000000 0.000000 0.000000 0.001257 0.003298 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001548 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001047 0.000000 0.000000 0.000000
      (8 1) 0.002956 0.000000 0.001203 0.000000 0.000000 0.001769 0.001161 0.000000 0.000000 0.001513 0.006511 0.000000 0.000000 0.000000 0.001409 0.000000 0.000000 0.006548 0.000000 0.001510 0.002098 0.000000 0.000000 0.000000 0.001775 0.000000 0.007966 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.011439 0.000000 0.000000 0.001193 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (9 1) 0.010356 0.000000 0.000000 0.003408 0.004111 0.000000 0.001626 0.001443 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.007965 0.000000 0.000000 0.000000 0.001948 0.001801 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (10 1) 0.037684 0.000000 0.001811 0.001309 0.000000 0.000000 0.000000 0.001724 0.000000 0.001696 0.000000 0.000000 0.000975 0.004948 0.000000 0.000000 0.000000 0.000983 0.000000 0.001061 0.000000 0.000000 0.000000 0.000000 0.000000 0.002377 0.000000 0.000985 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
