m: 55
TI: [ (1) 1.276721 1.540881 1.748186 1.518809 1.198006 0.646037 1.606922 1.538079 0.924057 1.170697 1.972086 1.977503 1.133212 0.943286 0.936042 1.726576 0.703914 1.875206 1.129665 1.727268 1.671969 1.906218 0.648672 0.632858 1.939081 1.507001 1.456806 0.835370 1.327538 1.282364 1.204774 1.159783 1.562270 1.504445 0.998412 1.797391 1.059477 0.861966 1.003323 1.396862 1.757222 1.433281 0.678296 1.895130 1.633590 0.651255 1.030689 1.770967 1.525393 0.597121 1.676988 1.827896 1.736925 1.168158 1.011552]
C: [ (1) 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]
TB: [ (0 1) 0.000000 0.003978 0.000000 0.002210 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002942 0.000000 0.000000 0.001152 0.000000 0.000000 0.003191 0.000000 0.000000 0.000000 0.000000 0.001706 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (1 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (2 1) 0.000000 0.000000 0.000000 0.001395 0.000000 0.000000 0.000000 0.000000 0.002686 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001685 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002136 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (3 1) 0.000000 0.002954 0.000000 0.000000 0.001611 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005230 0.000000 0.000000 0.000000 0.000000 0.000000 0.001111 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (4 1) 0.001169 0.002410 0.000000 0.000000 0.000000 0.002480 0.000000 0.000000 0.005860 0.000000 0.002316 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.016025 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (5 1) 0.001138 0.002911 0.000000 0.001729 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000993 0.000000 0.000000 0.013665 0.002573 0.000000 0.000000 0.001407 0.000000 0.002398 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001608 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (6 1) 0.001374 0.000000 0.000000 0.002004 0.001328 0.029325 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001074 0.000985 0.001019 0.000000 0.000000 0.000000 0.008012 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001966 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (7 1) 0.001934 0.000000 0.000000 0.000000 0.009634 0.001615 0.000000 0.000000 0.000000 0.001942 0.003093 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001164 0.001214 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (8 1) 0.001551 0.000000 0.000000 0.000000 0.000000 0.000984 0.000000 0.002362 0.000000 0.000980 0.001438 0.000000 0.000000 0.005405 0.001244 0.000000 0.000000 0.001715 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001862 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002523 0.000000 0.000000 0.000000 0.000000 0.000000 0.002007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (9 1) 0.001044 0.000000 0.000000 0.001319 0.002664 0.008337 0.003507 0.000000 0.000000 0.000000 0.002414 0.001943 0.003492 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001320 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (10 1) 0.000000 0.008661 0.000000 0.025681 0.000000 0.000000 0.002903 0.000000 0.000000 0.000000 0.000000 0.064602 0.001970 0.001716 0.001099 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003746 0.000000 0.000000 0.000000 0.003079 0.000000 0.000000 0.000000 0.000000 0.001685 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
