m: 10
TI: [ (1) 1.522054 1.914053 1.690582 1.712798 1.142636 1.019324 1.774125 1.171046 1.712715 1.493550]
C: [ (1) 1 1 1 1 1 1 1 1 1 1]
TB: [ (0 1) 0.000000 0.001234 0.001038 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (1 1) 0.000000 0.000000 0.002168 0.000000 0.000000 0.000000 0.018111 0.000000 0.000000 0.000000
      (2 1) 0.000000 0.000000 0.000000 0.000000 0.003574 0.000000 0.000000 0.000000 0.000000 0.000000
      (3 1) 0.001319 0.002723 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (4 1) 0.000000 0.030177 0.000000 0.001076 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (5 1) 0.048885 0.000975 0.002951 0.000000 0.052993 0.000000 0.000000 0.000000 0.000000 0.000000
      (6 1) 0.000000 0.000000 0.008139 0.003278 0.001448 0.002376 0.000000 0.000000 0.000000 0.000000
      (7 1) 0.000000 0.000000 0.001881 0.000000 0.001410 0.000000 0.000000 0.000000 0.000000 0.000000
      (8 1) 0.001174 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001850 0.000000 0.000000
      (9 1) 0.000000 0.001026 0.000000 0.005374 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
   ]
N: [ (0 1) 1 1 1 0 0 0 0 0 0 0
     (1 1) 0 1 1 0 0 0 1 0 0 0
     (2 1) 0 0 1 0 1 0 0 0 0 0
     (3 1) 1 1 0 1 0 0 0 0 0 0
     (4 1) 0 1 0 1 1 0 0 0 0 0
     (5 1) 1 1 1 0 1 1 0 0 0 0
     (6 1) 0 0 1 1 1 1 1 0 0 0
     (7 1) 0 0 1 0 1 0 0 1 0 0
     (8 1) 1 0 0 0 0 0 0 1 1 0
     (9 1) 0 1 0 1 0 0 0 0 0 1
   ]
TR: [ (1) 0.001015 0.002385 0.001612 0.011543 0.007527 0.002667 0.002259 0.003917 0.001001 0.021504]
